query_id,paper_id,relevance,bt_theta
q-001,127726,0.9176615277861095,-1.9226359995441153
q-002,10,0.8559093222737096,-2.4866537226486907
q-002,819,0.570321073316871,-4.893230521647788
q-002,18723,0.155735742021838,-8.386831687467357
q-002,18949,0.15827221356730217,-8.365457511201589
q-002,19561,0.8179186354140828,-2.8067912139788587
q-002,21026,0.11136419408982122,-8.76073901096163
q-002,24706,0.6368874939830177,-4.332292863488843
q-002,25073,0.5873424521665025,-4.749795854513819
q-002,27114,0.4748337640479104,-5.697876875007592
q-002,29823,0.39901603127891927,-6.336772898569623
q-002,30871,0.7977056419598401,-2.977120775026914
q-002,31407,0.0,-9.699175682339872
q-002,35034,0.2672434360293213,-7.447185780156736
q-002,37650,0.16497411316142463,-8.30898237214615
q-002,47064,1.0,-1.2724396111270586
q-002,49383,0.13793050231430273,-8.536871743167435
q-002,52165,0.6724749758034428,-4.032406546749036
q-002,52178,0.3383482204840008,-6.848004528156676
q-002,52735,0.520853321822709,-5.310082207525434
q-002,53220,0.6624107118665594,-4.117215442696178
q-002,53247,0.278328158895268,-7.353777746142866
q-002,60391,0.4818014309716,-5.63916218480954
q-002,60881,0.21459092841693422,-7.890874565293846
q-002,69483,0.9557398911707436,-1.6454078667143577
q-002,69780,0.7658643104203582,-3.245439272066112
q-002,70830,0.014388179984867048,-9.57793028706229
q-002,71265,0.0005790261970239014,-9.694296381399234
q-002,71708,0.6193255851275642,-4.480282434320445
q-002,71922,0.36630809504899875,-6.6123940446132226
q-002,80808,0.36354072875318694,-6.635713910000399
q-002,81468,0.5236759881069827,-5.286296343730749
q-002,94109,0.6054464339340778,-4.597238378320413
q-002,94320,0.0037898914970838533,-9.667239266955413
q-002,94323,0.2471519669460062,-7.616491287404765
q-002,94328,0.8402228814333303,-2.6188392195072594
q-002,94421,0.16917413560525849,-8.273589891518792
q-002,97727,0.289365370199335,-7.260770079521286
q-002,97785,0.1502162889800413,-8.43334266150803
q-002,122351,0.7690388069360292,-3.2186886277695677
q-002,124451,0.8334579260197719,-2.6758457133108395
q-003,14,0.9101059814954775,-2.1816250539891096
q-003,99,0.667593131168744,-4.848747303909431
q-003,424,0.371972187713891,-8.099944899288813
q-003,1185,0.22587975856554673,-9.706648906113578
q-003,1626,0.4395904789288868,-7.356288434247354
q-003,1642,0.2648243871596357,-9.278341353345816
q-003,19429,0.8387297260823062,-2.9666110812119277
q-003,24054,0.45739564300547914,-7.160469741719593
q-003,24534,0.763385145528787,-3.7952401906981454
q-003,28598,0.5986475286176997,-5.607001352510594
q-003,31210,0.8903638766907336,-2.3987459484656317
q-003,31647,0.7285844698529857,-4.177973131579995
q-003,33996,0.22772511734941625,-9.68635390951891
q-003,34425,0.9177978840026997,-2.0970305910829548
q-003,34460,0.4690758237494553,-7.032012755199586
q-003,40095,0.4409845230677778,-7.3409569326993
q-003,41076,0.1951440892967845,-10.044675477746642
q-003,42028,0.5897176205097797,-5.70521122704833
q-003,43028,0.1329681764985825,-10.72847742972473
q-003,52431,0.5854830214526756,-5.751782752431326
q-003,53800,0.501705714221214,-6.673153804952456
q-003,72733,0.4898335290635915,-6.8037224290332325
q-003,74207,0.34619154882389896,-8.383476743098408
q-003,74242,1.0,-1.192983270408821
q-003,74265,0.956487325481799,-1.671529550346884
q-003,74340,0.6800706440114777,-4.711521371008617
q-003,74489,0.7646339186572242,-3.781506359309539
q-003,74568,0.7566665319877324,-3.869130558321222
q-003,77141,0.6668294965846027,-4.857145649759674
q-003,77379,0.2779856669371808,-9.133595447779065
q-003,80785,0.6006159588083055,-5.585352833878668
q-003,82844,0.36246329243025577,-8.204522393425627
q-003,83657,0.5362569316519904,-6.2931643707954485
q-003,86988,0.29082733546010675,-8.992364581878753
q-003,119062,0.0,-12.190842750131043
q-003,122044,0.553673991823105,-6.101613990483664
q-004,19,0.8953837471049135,-1.9781650278520047
q-004,629,0.4750946272233569,-6.51118355260293
q-004,1202,0.28946114333797646,-8.513329174415892
q-004,18957,0.6502568161516709,-4.621975838942075
q-004,22711,0.07316959130730294,-10.84613667697146
q-004,23267,0.2129144695004225,-9.33892154428615
q-004,28652,0.54950856475513,-5.708593760542057
q-004,28735,0.47439701394284645,-6.518707644410392
q-004,35152,0.33418652429889556,-8.030944618566519
q-004,35911,0.5376231909576394,-5.836783183130006
q-004,40476,0.30274129924849613,-8.370096361796495
q-004,41261,0.06934855358601599,-10.887348390420637
q-004,51363,0.9171973079000479,-1.7428953753732748
q-004,54860,0.2596653965167566,-8.834690508579007
q-004,56540,0.6206434988814072,-4.941369583427446
q-004,56553,0.6689524353481964,-4.420334673038417
q-004,58284,0.3134389085344631,-8.254717545715076
q-004,62710,0.06153815861545033,-10.971587223672312
q-004,65577,0.756907705604948,-3.4716951519018973
q-004,66564,1.0,-0.8498288660758007
q-004,68263,0.7450757636866855,-3.5993082861994874
q-004,70131,0.8401590650484031,-2.573789551409002
q-004,72274,0.4446575320928943,-6.8394621340348625
q-004,73341,0.720664773285817,-3.8625924552634836
q-004,74293,0.7896812126845648,-3.118217253747347
q-004,74368,0.059262930641994754,-10.996126642048434
q-004,74546,0.5686168384373476,-5.502501919283085
q-004,74610,0.11691802589586359,-10.374288953493187
q-004,75456,0.2933023428150901,-8.471900006818295
q-004,82991,0.2642912337767676,-8.784798648428017
q-004,83360,0.0,-11.635305601777151
q-004,86957,0.4544771368035497,-6.733553015874306
q-004,97757,0.45335377411853844,-6.74566901797925
q-004,126301,0.6645337625015688,-4.4679921662283935
q-004,128200,0.3430677112618287,-7.935156783192389
q-005,22,1.0,-0.391065690099615
q-005,1719,0.0,-11.611425584802644
q-005,21590,0.4718265413175468,-6.3173619833467995
q-005,26886,0.38125926926299114,-7.333559370480395
q-005,28950,0.6838010316514451,-3.938931913304212
q-005,35864,0.6925314486549741,-3.8409734924937826
q-005,36637,0.3089173260475262,-8.145262008840081
q-005,37561,0.48653499971862413,-6.152327786590444
q-005,39320,0.6624437574072343,-4.17856821669413
q-005,41554,0.21301060880728795,-9.221369892595074
q-005,44426,0.5533457727668215,-5.402686868146344
q-005,48996,0.10369973059930143,-10.447877286494734
q-005,50264,0.1863479657585946,-9.520534343345416
q-005,51902,0.003122653037721519,-11.576388293893121
q-005,52273,0.24725190495056099,-8.837170226606444
q-005,53010,0.6180127552977189,-4.677100050845201
q-005,58097,0.4483541529728793,-6.580730628162202
q-005,60165,0.5948620997516871,-4.93685873786998
q-005,60785,0.3402214287327516,-7.794018710531113
q-005,62040,0.5026931289497024,-5.971027761392625
q-005,62876,0.2963547582720974,-8.286218540481991
q-005,63192,0.5584082273038616,-5.3458843062901815
q-005,64463,0.15786023868964072,-9.840176893641152
q-005,67396,0.42737765581266146,-6.816094475630062
q-005,68709,0.4246991218592094,-6.846148590577976
q-005,70209,0.4271278001024876,-6.81889794661996
q-005,70230,0.3088957598513569,-8.14550398932266
q-005,74267,0.8662817861096854,-1.8914321744258205
q-005,74618,0.3113682510099953,-8.117761748686267
q-005,76784,0.7653154911178234,-3.0243103414692647
q-005,80772,0.06828814419696118,-10.845208030371364
q-005,87329,0.31072432612106915,-8.124986817685175
q-005,87344,0.5083708309189788,-5.907321901922479
q-005,96737,0.6475801433525379,-4.345343315723789
q-005,97889,0.3293515352780086,-7.9159828271104065
q-005,110028,0.44438020697475944,-6.625319732463222
q-005,110465,0.29733928309616503,-8.275171817630683
q-005,122632,0.47475963094926926,-6.284451662075452
q-005,127257,0.5122303442926409,-5.8640167728515715
q-005,128466,0.5760129475477791,-5.148353009307863
q-006,27,0.6318786823851043,-5.656337464034332
q-006,18340,0.5853863009627106,-6.2644428300426656
q-006,25822,0.5243184252228709,-7.06319096451099
q-006,26735,0.5094529799423789,-7.257626198125766
q-006,27034,0.83149395148454,-3.0454340737834547
q-006,27568,0.8464573000503507,-2.849718296747782
q-006,29623,1.0,-0.8414292632715075
q-006,34429,0.8293676703381239,-3.073245145946671
q-006,39397,0.8957310101081444,-2.2052340485210236
q-006,40717,0.34346990335300215,-9.428631348917108
q-006,41898,0.5708623158584233,-6.454411874594298
q-006,41937,0.6649675413630337,-5.223545852076158
q-006,51635,0.5275631800347197,-7.020750617251938
q-006,52697,0.7278936395906366,-4.400492766313129
q-006,58657,0.36749500700402665,-9.114390735678539
q-006,62459,0.1341390708711464,-12.16661117719699
q-006,64989,0.34635775726051643,-9.39085915046909
q-006,66631,0.737873083644294,-4.269964854144578
q-006,69238,0.42944201797088616,-8.304143795757755
q-006,69669,0.6053198596925409,-6.003718305800216
q-006,73207,0.7217551694946162,-4.480781976937942
q-006,74258,0.6684154138540938,-5.17844879103131
q-006,74635,0.9437903646694288,-1.576633178840953
q-006,74824,0.2862845482965782,-10.176597364057677
q-006,76731,0.6053264401963018,-6.003632234931708
q-006,77115,0.6152995470548555,-5.873187211232839
q-006,77116,0.7784674284731404,-3.739003906032678
q-006,77122,0.421881055852224,-8.403038743615374
q-006,77238,0.1622924625192772,-11.79837388737048
q-006,77497,0.0,-13.921106995490925
q-006,81341,0.5736801809033156,-6.417555107914221
q-006,82085,0.17816580813136362,-11.590755642232251
q-006,86881,0.14403822472169472,-12.037133435010158
q-006,86920,0.3738735960557598,-9.030960846495606
q-006,87355,0.4882987551261319,-7.534316641397195
q-006,87389,0.2772528549516023,-10.294729002386193
q-006,97580,0.314969951258265,-9.801401537699961
q-006,99583,0.5627075112611168,-6.561074090696288
q-006,108766,0.21011822392691634,-11.172828340860544
q-006,120139,0.6748058410806519,-5.094864062336728
q-007,40,1.0,-1.3972144908136255
q-007,49,0.9809665391737965,-1.568905634567899
q-007,1717,0.7818636583205654,-3.3649111876620843
q-007,21128,0.4529013316859278,-6.3323125776505815
q-007,21287,0.5610277074783735,-5.356959682067255
q-007,23803,0.8247433547744102,-2.9781153130063682
q-007,32607,0.7280332281723406,-3.850488046506873
q-007,32986,0.9022108139446713,-2.2793208693616918
q-007,32999,0.2689711398162881,-7.991453040932285
q-007,41418,0.7588165613929857,-3.5728072958813613
q-007,42835,0.9869224869083529,-1.5151800673668552
q-007,43364,0.5242971915043867,-5.68828693546809
q-007,54438,0.07427469452469077,-9.747710385943636
q-007,56281,0.6295743956777262,-4.738634964088894
q-007,65205,0.21630343072862565,-8.466541586034348
q-007,65266,0.42699962319190016,-6.565958681064788
q-007,67064,0.5451272368018628,-5.500389719389896
q-007,75609,0.5655773097236254,-5.315920040341198
q-007,76135,0.0,-10.417704527912145
q-007,79702,0.5022077857127752,-5.887544200336748
q-007,80169,0.28398234289604274,-7.856044633106496
q-007,80234,0.8216722243338068,-3.0058184145484614
q-007,100732,0.2345097758023229,-8.302311431685084
q-007,101378,0.49942784224984804,-5.91262065264778
q-007,115665,0.36180615732463706,-7.154035690404357
q-007,122559,0.42042905378738515,-6.62522843691628
q-007,125841,0.1609340649694744,-8.966000398225235
q-008,48,1.0,-0.9832913691238766
q-008,1382,0.31205609474976226,-9.118181962123428
q-008,21850,0.052137199403288384,-12.191705487166875
q-008,23110,0.7582179539870285,-3.8423478658184176
q-008,24136,0.06410402468569171,-12.050198579881343
q-008,26486,0.5311281504306726,-6.527669579722907
q-008,26664,0.5442767669170231,-6.372188070620992
q-008,29234,0.23397707702594076,-10.041461116055494
q-008,29940,0.10989562974383939,-11.50871591772973
q-008,32929,0.8295882555303935,-2.998398831291434
q-008,40791,0.48126825237222326,-7.117259534060912
q-008,44372,0.18768904906598202,-10.588813945764771
q-008,44716,0.7138847329741356,-4.366585234334633
q-008,45468,0.7824121251592833,-3.55625341251702
q-008,53078,0.7325052432827438,-4.146398947356411
q-008,55012,0.31935049619460576,-9.031926153703067
q-008,59892,0.6689512315429051,-4.897920878583836
q-008,60071,0.16500052466023613,-10.857104226918155
q-008,63527,0.4086316006884343,-7.976183074163363
q-008,64883,0.0,-12.808224377347138
q-008,65985,0.6685070976048959,-4.903172732647475
q-008,66454,0.6213862161170497,-5.460373999529683
q-008,67818,0.5057305652643982,-6.827994322884747
q-008,68902,0.2692153494562928,-9.62477090524106
q-008,69004,0.4788901898225799,-7.145379964399809
q-008,74266,0.9896490149270889,-1.1056910741801687
q-008,75218,0.13271334562355763,-11.238897956051389
q-008,80825,0.22128722382849939,-10.191517779999426
q-008,94505,0.42010232128368163,-7.840542571568517
q-008,97189,0.09133118827197623,-11.728239194469593
q-008,97681,0.32498838753878667,-8.965258466250486
q-008,98449,0.914404670113152,-1.9954504108526254
q-008,102789,0.27192276254739217,-9.592755926813224
q-008,109240,0.4483930982092962,-7.506006029672537
q-008,117739,0.02567648017716696,-12.504601719365166
q-008,119194,0.22658697076253195,-10.128848627543954
q-008,121990,0.2457176201506491,-9.902629980125662
q-008,124517,0.37475391823999143,-8.376784399590061
q-008,126712,0.6006746042158159,-5.705287422754092
q-008,128163,0.18803659947739157,-10.584704185432873
q-009,49,1.0,-1.079621289848026
q-009,972,0.6718012186565714,-3.7402451770015737
q-009,1717,0.8028849233489406,-2.677582986442887
q-009,19327,0.5690848113385316,-4.572940916438212
q-009,23298,0.2716601045313161,-6.984087223324896
q-009,32986,0.28836196979589057,-6.848689457674915
q-009,40517,0.4722817712354462,-5.357698494735994
q-009,41016,0.6038324429107528,-4.291250721841415
q-009,43091,0.6217201363021773,-4.146239749745508
q-009,48732,0.15837987718906218,-7.902421159774231
q-009,55015,0.20386535639962405,-7.53368197064357
q-009,55731,0.32275878276950837,-6.569843260059706
q-009,57336,0.5977952082572489,-4.340193044740095
q-009,58817,0.7545177213841113,-3.0696835676078926
q-009,64317,0.4118167847246109,-5.847872732399617
q-009,64951,0.2001816165868146,-7.563545110597656
q-009,65266,0.7919822477266061,-2.7659681994407257
q-009,67064,0.40733213313877975,-5.884228660005387
q-009,68241,0.46755101713599917,-5.396049512706616
q-009,69368,0.8216798331554852,-2.5252174420508675
q-009,79814,0.4310092948678973,-5.692283943396069
q-009,79925,0.2968960696743866,-6.779505684660472
q-009,84662,0.43072069792062506,-5.694623525305937
q-009,84731,0.3455147716597716,-6.38536625691727
q-009,88225,0.0,-9.186366465021177
q-009,97172,0.5098612487503694,-5.053051246706362
q-009,97614,0.9243716655621532,-1.6927209251584214
q-009,97622,0.7631511338704139,-2.9996946925892796
q-009,99516,0.3260151038050911,-6.543445095215681
q-009,100810,0.4761307092908171,-5.326496134726075
q-009,100842,0.596180724011617,-4.3532812571087645
q-009,116209,0.5180471316086918,-4.986690380340125
q-009,116254,0.3210377028994655,-6.583795615992264
q-009,117754,0.4380215006893581,-5.63543777768562
q-009,120289,0.4495140589846355,-5.542270536174984
q-009,122638,0.3574208526041299,-6.288846692666373
q-009,125442,0.1286836073134641,-8.143161252308875
q-009,126104,0.34220659077885834,-6.412184836312214
q-009,126451,0.6238253177860617,-4.129173579908164
q-009,128367,0.3021042431047845,-6.737284349832128
q-010,51,1.0,-1.3359400921344453
q-010,1014,0.16501704018450752,-9.841141113001472
q-010,1371,0.03144412692694694,-11.201725140308358
q-010,29216,0.34309996624870825,-8.027174652063254
q-010,30894,0.42610752701163657,-7.1816532168754685
q-010,32234,0.8534766566822019,-2.828438201847682
q-010,33031,0.6029545714247404,-5.380275542040026
q-010,37727,0.7858789018326937,-3.5169941619374545
q-010,39809,0.7527809219025876,-3.854132745882184
q-010,40946,0.9792864424084666,-1.54692999211064
q-010,41947,0.7761483471322654,-3.6161103448473098
q-010,45158,0.717805016629892,-4.210400022638122
q-010,45575,0.510565677463281,-6.321355962904444
q-010,54557,0.7546762411161024,-3.8348268777561847
q-010,55588,0.4499697328447337,-6.93859094233918
q-010,60421,0.4582067563975872,-6.854687983234342
q-010,60783,0.07985761780279993,-10.708581577100757
q-010,61836,0.8339942697109857,-3.0268873026450556
q-010,61844,0.3821930500147799,-7.62896947667919
q-010,62836,0.3339447706747612,-8.120430182402433
q-010,63406,0.2959643196536741,-8.507301994575608
q-010,63935,0.21875120784706062,-9.293800724450339
q-010,66227,0.6492374340252539,-4.90883472326509
q-010,68736,0.8447943088396396,-2.9168772686166626
q-010,70082,0.27543812444553806,-8.716383406820633
q-010,70356,0.7132187090263451,-4.257116506673099
q-010,73533,0.5468936415756218,-5.9513165102159995
q-010,78182,0.0,-11.522017449624991
q-010,82868,0.01478966821853639,-11.37136874505936
q-010,82912,0.2041688950551003,-9.44233729060037
q-010,85678,0.38797539633896144,-7.570070049713276
q-010,116279,0.6825335668403402,-4.569677738705342
q-010,121770,0.05694302617650067,-10.941991380021546
q-010,124071,0.4609873354615133,-6.8263647897905715
q-010,124529,0.8941054389088825,-2.414590283146076
q-010,125536,0.5347341454064051,-6.075174078823752
q-010,126778,0.2556368622971807,-8.91808059483975
q-010,126791,0.5169373580113336,-6.2564535319447625
q-010,126847,0.1876490952150402,-9.610609249701483
q-010,128424,0.9121163787303942,-2.2311294568430524
q-011,54,0.8020358473730154,-2.9120966241832114
q-011,775,0.0,-11.688659911720425
q-011,1629,0.24852539214100175,-8.969082177346339
q-011,18312,0.5558298011300732,-5.606294088926354
q-011,21281,0.35963872018530374,-7.753184959205973
q-011,24691,0.5221923050027407,-5.974384386339853
q-011,26005,0.22641663340187765,-9.211015154430054
q-011,34886,0.40223950427883187,-7.287010686671659
q-011,37918,0.43961484847157395,-6.87801765378478
q-011,40778,0.5944374537482348,-5.183816081619835
q-011,44127,0.6836057318323503,-4.208060398866686
q-011,46740,0.06580747934268369,-10.968538100287544
q-011,53371,0.7560883063344556,-3.4148939781325076
q-011,53743,0.8088220010395166,-2.8378367175617303
q-011,58476,0.11955991731720678,-10.380332878179297
q-011,58999,0.6959057966366754,-4.0734625532098425
q-011,61456,0.19135726109286072,-9.594664839041108
q-011,61863,0.17732142550418964,-9.748256975528427
q-011,64237,0.15876895735925617,-9.951273974515878
q-011,72674,0.500969083228826,-6.206627059375352
q-011,74251,0.41343082007259707,-7.164545722472728
q-011,74264,0.9409437363810057,-1.3920475104061067
q-011,79958,0.3275244205249174,-8.10460713606689
q-011,80659,0.3224766750431053,-8.159843891164073
q-011,80692,0.374525223771791,-7.590284084781354
q-011,80694,0.4973558825334088,-6.246165796549969
q-011,87949,0.16374531589332797,-9.89681839655286
q-011,94452,0.6547240112581091,-4.524108926252398
q-011,110493,0.6155739911047567,-4.952521983735663
q-011,117152,0.5851235695514825,-5.285736581025607
q-011,117176,0.7878442147282382,-3.067393625518413
q-011,117192,0.4427598915076771,-6.843601898754881
q-011,122053,0.23207735528139115,-9.149070686497076
q-011,124386,0.47330820445203514,-6.509316090007286
q-011,124537,1.0,-0.7458032846956736
q-011,127580,0.19467789387924408,-9.558327630548717
q-011,128213,0.6127176917809121,-4.983778057720362
q-012,72,0.869986920723508,-1.9951395863962547
q-012,20441,0.6577760517794887,-4.217821882163252
q-012,20859,0.5113463631567707,-5.751516542083083
q-012,25551,0.6999180639799876,-3.776429295194697
q-012,25952,0.2330653371613285,-8.666213196433581
q-012,28479,0.2128544899264224,-8.877900244109389
q-012,29474,0.3081622957056408,-7.8796527292295035
q-012,32864,0.6114509675650007,-4.70302768262873
q-012,50047,0.5366386669951398,-5.486606661451415
q-012,50374,0.1073928337383966,-9.98249850176615
q-012,52052,0.0,-11.107323782537001
q-012,53332,0.4499802385833331,-6.3942611824869315
q-012,54368,0.08593249663786391,-10.207272621828439
q-012,54702,0.22171690584210113,-8.785075898911975
q-012,57624,0.5895308182097995,-4.9326178451628975
q-012,58174,0.7226155111390422,-3.5386977680086598
q-012,61733,0.7397363609859429,-3.3593751440895723
q-012,62331,0.4378240966647371,-6.521583791181503
q-012,64667,0.5206179930171349,-5.654406117692085
q-012,66865,0.7165046830076293,-3.602702168762278
q-012,68160,1.0,-0.6333913829984266
q-012,70057,0.2979542434284157,-7.986571178712115
q-012,70753,0.5062894498332982,-5.80448231038346
q-012,76353,0.26947263695438906,-8.28488559955133
q-012,76720,0.83833415822804,-2.326668481032434
q-012,76892,0.3919220820414816,-7.002358389348112
q-012,85660,0.4525450703544102,-6.367397307900481
q-012,100345,0.6584989969456339,-4.210249803364475
q-012,102761,0.2501245917514257,-8.487535717070385
q-012,107333,0.7300568156007649,-3.460758048112192
q-012,109260,0.07941657585428082,-10.275519935636437
q-012,118050,0.008102564557480974,-11.022458069099049
q-012,118284,0.2923837907589679,-8.04491572340674
q-012,118291,0.5980187322883289,-4.843716006891288
q-012,118321,0.19865007630666062,-9.026676312137859
q-012,118367,0.12719364468713343,-9.775106146433037
q-012,118955,0.4276763653147073,-6.627870443350393
q-012,119619,0.39652029696328683,-6.954196997098575
q-012,122639,0.6328677461482546,-4.478709791531844
q-012,126987,0.39931683378332405,-6.924906259492684
q-013,73,1.0,-0.6749074838723775
q-013,1266,0.677190401280775,-4.327213142183805
q-013,21750,0.3755156588120198,-7.740396558227804
q-013,23864,0.6729797620824842,-4.374852807887802
q-013,29259,0.3286621129696609,-8.270503070769402
q-013,31303,0.49370510412225627,-6.403187312988723
q-013,34241,0.8611652936222979,-2.245699634059727
q-013,35646,0.7066650362513378,-3.9937336654062787
q-013,41339,0.6279368412960606,-4.88447369620041
q-013,42979,0.4560377902297059,-6.829359719909041
q-013,43401,0.5986747091134933,-5.215548891512695
q-013,47654,0.7826857332595202,-3.1336265839150017
q-013,48023,0.5815845744126421,-5.408908679811661
q-013,49280,0.6691832292698416,-4.417807225379086
q-013,49572,0.5431620546075259,-5.8436255749956425
q-013,51591,0.7085183002881292,-3.9727656187472755
q-013,53258,0.8503222233783784,-2.368379402450943
q-013,54516,0.7043951550892478,-4.0194153670808515
q-013,74749,0.25149208388474187,-9.143613830168025
q-013,76884,0.47813404925819253,-6.579360053859921
q-013,78286,0.1659974208420873,-10.11091047445929
q-013,79554,0.5488208432181451,-5.779601377004774
q-013,83334,0.6686407735221082,-4.423944633326963
q-013,86872,0.7370801636107862,-3.6496133474420147
q-013,98189,0.7687480260969148,-3.291319437336462
q-013,98234,0.7467569676688809,-3.540128851454364
q-013,101357,0.5047998543721598,-6.277660007493325
q-013,117402,0.4386235107990957,-7.026386919695484
q-013,117463,0.3120424335910643,-8.45854007237841
q-013,117592,0.5130482707557368,-6.184336457173344
q-013,117669,0.6154240630492437,-5.026044736756101
q-013,118419,0.3638476760561087,-7.872409483523623
q-013,126794,0.491429384854812,-6.428935067671954
q-013,127046,0.43417370845755604,-7.076732505250727
q-013,127144,0.5323523442475165,-5.965927905747924
q-013,127224,0.0,-11.989024761680303
q-013,127226,0.4903260894816006,-6.441417880916531
q-013,127346,0.4694366737014033,-6.677763180918575
q-013,128294,0.3234265463765677,-8.329738885219433
q-013,128433,0.507915105872773,-6.242413686665521
q-014,17908,0.3841088781846565,-7.559514205530447
q-014,21826,0.6077644187400201,-5.419206371836195
q-014,23272,0.6004691594342326,-5.48901953453378
q-014,23878,0.9283715477649347,-2.3511046468069976
q-014,25351,0.2778160705797378,-8.576700402739133
q-014,27621,0.5393640375503812,-6.073774871790784
q-014,29866,0.687548873773012,-4.6556961377945365
q-014,34288,0.9138014872080985,-2.4905351955417236
q-014,39536,0.4576814290368167,-6.855449792269164
q-014,40019,0.04891511543519977,-10.76720507890063
q-014,41099,0.9248763687888453,-2.384552326771071
q-014,41497,0.7487550601767607,-4.06997364728433
q-014,42046,0.9686950773133978,-1.9652221153013087
q-014,46197,0.6318400718552059,-5.18881051919698
q-014,47341,0.29390274454327386,-8.422756376954005
q-014,47562,0.9576814221002872,-2.070619068453887
q-014,47621,0.6414862823517523,-5.096499549211815
q-014,52962,0.25969051875570437,-8.750155799652973
q-014,54635,0.6870708306928721,-4.660270848292322
q-014,55810,0.6151347211741786,-5.348675071796166
q-014,57090,1.0,-1.6656445993902205
q-014,57813,0.5959742933015426,-5.532033882272784
q-014,57998,0.9354992256522334,-2.282895181571513
q-014,58434,0.6543681736107336,-4.973224209347966
q-014,61973,0.6305586673694363,-5.201073126473389
q-014,62015,0.727706544252256,-4.271400821451311
q-014,66598,0.1303302581121199,-9.988089715963254
